       27335
   0.896870836327E+02  0.128290680349E+03  0.182291596896E+02       1       1
   0.243762534455E+02  0.244696926550E+02  0.193016224594E+02       1       1
   0.243707811044E+02  0.184531061055E+03  0.192717515924E+02       1       1
   0.244949019415E+02  0.184555674236E+03  0.179315740308E+03       1       1
   0.405587684789E+02  0.119916842824E+02  0.922636010860E+02       1       1
   0.696920870063E+02  0.190661111779E+03  0.154921767255E+03       1       1
   0.888537231486E+02  0.148973632611E+03  0.138266822557E+03       1       1
   0.286097843366E+02  0.167513478904E+03  0.336389869719E+02       1       1
   0.652963112650E+02  0.176579039649E+03  0.132285801440E+03       1       1
   0.340157886760E+02  0.191858866724E+03  0.186549553595E+03       1       1
   0.503001825953E+02  0.174336782161E+03  0.232743424920E+02       1       1
   0.502704375922E+02  0.143527097627E+02  0.183256867948E+03       1       1
   0.503646038925E+02  0.174303622205E+03  0.183258596899E+03       1       1
   0.920972545319E+02  0.144273284456E+03  0.124075355752E+03       1       1
   0.215065329752E+02  0.250695245789E+02  0.113972638559E+02       1       1
   0.214902319797E+02  0.185055231567E+03  0.113511271742E+02       1       1
   0.214130270374E+02  0.184987587481E+03  0.171378815375E+03       1       1
   0.187728471657E+03  0.832732835082E+02  0.645651545762E+02       1       1
   0.478739913126E+02  0.163439779094E+03  0.140591696311E+03       1       1
   0.117623345404E+02  0.907365055595E+02  0.128663526855E+03       1       1
   0.947258126614E+02  0.592452546143E+02  0.188437456756E+03       1       1
   0.668945555409E+02  0.133646494165E+03  0.128039302517E+03       1       1
   0.846750947272E+01  0.158097530878E+03  0.336386889909E+02       1       1
   0.834719387143E+02  0.832384643111E+02  0.159477713001E+03       1       1
   0.450717315045E+02  0.116701881132E+03  0.957669486759E+02       1       1
   0.917881149921E+02  0.141457191364E+03  0.220822764964E+02       1       1
   0.105768274559E+03  0.125132678517E+03  0.372682964819E+02       1       1
   0.710705849310E+02  0.182006017442E+03  0.155842033836E+03       1       1
   0.917238806200E+02  0.142947301181E+03  0.297022639178E+02       1       1
   0.433134653758E+02  0.148808749108E+02  0.104008814811E+03       1       1
   0.405727105334E+02  0.163309154169E+02  0.124593396519E+03       1       1
   0.168088322479E+03  0.663812524461E+02  0.906158215218E+02       1       1
   0.321817318906E+02  0.212694779239E+02  0.114945821027E+03       1       1
   0.278599806615E+02  0.123106674734E+03  0.110108105022E+03       1       1
   0.143847882451E+03  0.940820058479E+02  0.200791435551E+02       1       1
   0.245757630328E+02  0.139599690373E+02  0.101817400891E+03       1       1
   0.184510016879E+03  0.138474599589E+02  0.101882729032E+03       1       1
   0.663866968748E+02  0.116119575590E+03  0.113179989587E+03       1       1
   0.868959895666E+02  0.486670080470E+02  0.154194967525E+03       1       1
   0.673609392272E+02  0.139006917554E+03  0.133995819487E+03       1       1
   0.618318449570E+02  0.157059308962E+03  0.126355750850E+03       1       1
   0.147595468275E+03  0.476675307831E+02  0.656494381999E+02       1       1
   0.115762118445E+03  0.311937392191E+02  0.570311745395E+02       1       1
   0.115728349809E+03  0.191169281050E+03  0.571239225998E+02       1       1
   0.882613868979E+02  0.544044185204E+02  0.149224642798E+03       1       1
   0.102148293230E+03  0.568699853813E+02  0.146696330079E+03       1       1
   0.664546759326E+02  0.152474762601E+03  0.141795506673E+03       1       1
   0.836503937394E+02  0.159611127537E+03  0.122866179371E+03       1       1
   0.930367643865E+02  0.154267687382E+03  0.133823011403E+03       1       1
   0.928472998999E+02  0.163574945052E+03  0.115736505099E+03       1       1
